OrderID,OrderDate,Category,SubCategory,Segment,CustomerName,Sales,Quantity,Discount,Profit
ORD-009171,2016-02-07,Furniture,Furnishings,Consumer,Customer 509,859.85,4,0.09,150.41
ORD-009172,2016-08-20,Furniture,Bookcases,Consumer,Customer 611,917.07,3,0.1,145.21
ORD-009173,2016-01-04,Furniture,Furnishings,Corporate,Customer 262,377.17,1,0.04,54.27
ORD-009174,2016-01-10,Technology,Phones,Consumer,Customer 550,905.53,2,0.09,206.15
ORD-009175,2016-02-08,Office Supplies,Paper,Home Office,Customer 1000,80.62,2,0.09,7.27
ORD-009176,2016-01-27,Office Supplies,Binders,Corporate,Customer 413,105.08,2,0.03,11.61
ORD-009177,2016-02-01,Technology,Copiers,Consumer,Customer 1029,1283.62,6,0.19,265.59
ORD-009178,2016-07-10,Office Supplies,Art,Home Office,Customer 107,66.95,3,0.19,3.91
ORD-009179,2016-04-09,Office Supplies,Storage,Consumer,Customer 1041,20.9,1,0.17,1.31
ORD-009180,2016-01-01,Furniture,Tables,Corporate,Customer 225,87.86,2,0.03,12.48
ORD-009181,2016-03-08,Office Supplies,Paper,Home Office,Customer 853,144.8,5,0.02,16.24
ORD-009182,2016-03-03,Furniture,Furnishings,Consumer,Customer 1193,247.65,1,0.04,36.3
ORD-009183,2016-01-15,Technology,Phones,Corporate,Customer 862,1166.82,3,0.03,309.77
ORD-009184,2016-05-15,Technology,Accessories,Consumer,Customer 835,1532.48,4,0.11,336.55
ORD-009185,2016-05-25,Office Supplies,Paper,Corporate,Customer 759,60.35,2,0.21,0.64
ORD-009186,2016-06-02,Office Supplies,Storage,Consumer,Customer 147,95.41,4,0.13,5.34
ORD-009187,2016-06-05,Furniture,Tables,Consumer,Customer 385,170.14,1,0.05,28.1
ORD-009188,2016-01-01,Furniture,Tables,Home Office,Customer 153,452.53,3,0.04,81.1
ORD-009189,2017-01-04,Office Supplies,Paper,Consumer,Customer 828,78.28,2,0.11,6.35
ORD-009190,2016-07-20,Furniture,Chairs,Consumer,Customer 298,679.92,3,0.05,89.91
ORD-009191,2016-10-08,Office Supplies,Storage,Home Office,Customer 924,29.45,1,0.03,3.81
ORD-009192,2016-01-02,Technology,Machines,Corporate,Customer 795,1146.61,5,0.07,286.31
ORD-009193,2016-11-21,Office Supplies,Accessories,Consumer,Customer 987,58.6,2,0.07,6.76
ORD-009194,2016-07-18,Office Supplies,Accessories,Corporate,Customer 837,64.6,2,0.08,5.58
ORD-009195,2016-08-05,Technology,Phones,Corporate,Customer 460,1070.14,4,0.17,247.63
ORD-009196,2016-01-12,Furniture,Chairs,Consumer,Customer 105,1170.55,4,0.07,221.39
ORD-009197,2016-06-10,Office Supplies,Binders,Consumer,Customer 376,99.35,4,0.06,10.28
ORD-009198,2017-01-21,Furniture,Tables,Home Office,Customer 161,539.99,3,0.19,41.52
ORD-009199,2016-05-16,Office Supplies,Binders,Consumer,Customer 247,156.59,3,0.03,16.32
ORD-009200,2016-04-11,Furniture,Tables,Consumer,Customer 21,409.01,2,0.04,76.82
ORD-009201,2016-12-15,Furniture,Furnishings,Consumer,Customer 222,732.44,3,0.09,109.36
ORD-009202,2016-03-11,Technology,Phones,Corporate,Customer 1029,495.68,2,0.07,138.73
ORD-009203,2016-04-19,Technology,Accessories,Consumer,Customer 35,939.11,3,0.06,217.74
ORD-009204,2016-03-18,Technology,Machines,Corporate,Customer 464,508.86,4,0.02,127.94
ORD-009205,2016-11-20,Technology,Phones,Consumer,Customer 308,498.57,2,0.07,123.59
ORD-009206,2016-01-10,Furniture,Bookcases,Consumer,Customer 714,1023.06,4,0.07,126.9
ORD-009207,2016-03-24,Office Supplies,Binders,Corporate,Customer 723,40.43,1,0.1,0.86
ORD-009208,2016-05-19,Office Supplies,Paper,Consumer,Customer 593,65.38,2,0.02,5.62
ORD-009209,2016-07-07,Furniture,Tables,Home Office,Customer 4,512.77,2,0.01,85.21
ORD-009210,2016-04-14,Technology,Phones,Home Office,Customer 73,1695.84,4,0.04,404.52
ORD-009211,2016-10-14,Furniture,Chairs,Consumer,Customer 38,711.41,5,0.18,61.18
ORD-009212,2016-12-07,Furniture,Chairs,Consumer,Customer 1073,777.42,3,0.07,129.5
ORD-009213,2016-01-08,Furniture,Furnishings,Consumer,Customer 781,354.47,2,0.19,33.78
ORD-009214,2016-03-02,Furniture,Tables,Consumer,Customer 470,159.77,6,0.02,28.31
ORD-009215,2016-01-03,Technology,Copiers,Consumer,Customer 1141,1311.46,4,0.09,273.93
ORD-009216,2016-02-17,Office Supplies,Binders,Consumer,Customer 498,107.47,3,0.03,12.2
ORD-009217,2016-04-02,Technology,Phones,Corporate,Customer 880,1836.65,5,0.06,469.31
ORD-009218,2016-10-17,Technology,Machines,Consumer,Customer 846,633.97,3,0.23,119.83
ORD-009219,2016-08-12,Technology,Phones,Corporate,Customer 410,1290.63,3,0.04,358.04
ORD-009220,2016-01-17,Technology,Phones,Corporate,Customer 193,1260.42,4,0.1,307.43
ORD-009221,2016-01-12,Office Supplies,Binders,Consumer,Customer 161,66.4,3,0.1,7.09
ORD-009222,2016-04-16,Office Supplies,Accessories,Consumer,Customer 429,77.68,3,0.08,6.98
ORD-009223,2016-04-01,Office Supplies,Storage,Consumer,Customer 469,37.48,1,0.07,3.88
ORD-009224,2016-02-07,Office Supplies,Accessories,Consumer,Customer 359,49.55,1,0.05,5.65
ORD-009225,2016-10-02,Office Supplies,Binders,Consumer,Customer 669,28.71,2,0.1,2.27
ORD-009226,2016-11-10,Office Supplies,Paper,Consumer,Customer 395,155.5,4,0.14,12.56
ORD-009227,2016-03-02,Furniture,Furnishings,Corporate,Customer 355,605.84,3,0.19,48.71
ORD-009228,2016-09-22,Office Supplies,Accessories,Consumer,Customer 64,168.01,5,0.07,18.1
ORD-009229,2016-02-28,Technology,Copiers,Consumer,Customer 707,842.58,3,0.03,245.63
ORD-009230,2016-06-09,Office Supplies,Binders,Corporate,Customer 221,82.96,2,0.03,8.46
ORD-009231,2016-03-18,Office Supplies,Binders,Corporate,Customer 703,18.69,1,0.02,2.29
ORD-009232,2016-01-16,Furniture,Furnishings,Home Office,Customer 676,298.87,2,0.09,44.21
ORD-009233,2016-11-11,Office Supplies,Art,Corporate,Customer 702,80.9,2,0.04,10.52
ORD-009234,2016-03-13,Furniture,Chairs,Consumer,Customer 825,570.38,5,0.12,76.32
ORD-009235,2016-06-08,Office Supplies,Accessories,Consumer,Customer 138,36.73,1,0.03,2.44
ORD-009236,2016-02-24,Furniture,Furnishings,Consumer,Customer 582,828.72,3,0.11,122.4
ORD-009237,2016-01-03,Technology,Machines,Corporate,Customer 148,2094.38,5,0.08,486.95
ORD-009238,2016-01-13,Office Supplies,Binders,Corporate,Customer 1035,44.16,2,0.16,2.19
ORD-009239,2016-03-23,Furniture,Chairs,Home Office,Customer 152,811.12,6,0.03,92.66
ORD-009240,2016-05-20,Office Supplies,Paper,Corporate,Customer 905,183.12,6,0.03,19.02
ORD-009241,2016-02-18,Office Supplies,Paper,Corporate,Customer 504,32.13,1,0.07,2.51
ORD-009242,2016-05-22,Office Supplies,Art,Consumer,Customer 721,47.72,2,0.14,3.75
ORD-009243,2016-05-23,Office Supplies,Paper,Consumer,Customer 342,46.24,3,0.13,2.73
ORD-009244,2016-05-26,Technology,Copiers,Consumer,Customer 1163,1547.33,4,0.02,396.29
ORD-009245,2016-03-22,Office Supplies,Paper,Corporate,Customer 1155,86.78,4,0.22,2.65
ORD-009246,2016-10-22,Office Supplies,Art,Home Office,Customer 269,126.19,5,0.12,9.0
ORD-009247,2016-03-21,Office Supplies,Accessories,Home Office,Customer 1189,66.99,2,0.19,2.67
ORD-009248,2016-03-12,Technology,Accessories,Corporate,Customer 525,1437.25,3,0.05,357.02
ORD-009249,2016-01-27,Technology,Machines,Consumer,Customer 839,832.92,3,0.03,233.64
ORD-009250,2016-02-14,Technology,Phones,Corporate,Customer 487,1483.6,4,0.14,355.46
ORD-009251,2016-01-06,Technology,Copiers,Consumer,Customer 697,2132.01,6,0.0,623.63
ORD-009252,2016-04-30,Furniture,Bookcases,Corporate,Customer 1194,676.85,2,0.1,85.85
ORD-009253,2016-02-04,Technology,Machines,Corporate,Customer 820,645.83,2,0.07,165.28
ORD-009254,2016-02-13,Technology,Accessories,Consumer,Customer 427,531.26,2,0.08,126.55
ORD-009255,2016-06-25,Office Supplies,Paper,Home Office,Customer 386,106.76,5,0.03,15.02
ORD-009256,2016-02-17,Office Supplies,Art,Home Office,Customer 1187,37.4,2,0.05,3.85
ORD-009257,2016-02-03,Technology,Phones,Consumer,Customer 942,351.92,1,0.03,76.34
ORD-009258,2016-01-23,Furniture,Furnishings,Consumer,Customer 671,543.73,3,0.06,92.62
ORD-009259,2016-06-27,Office Supplies,Storage,Consumer,Customer 1088,63.77,2,0.1,5.29
ORD-009260,2016-01-17,Office Supplies,Art,Home Office,Customer 898,103.04,6,0.14,8.4
ORD-009261,2016-03-13,Furniture,Chairs,Consumer,Customer 458,476.0,2,0.05,76.27
ORD-009262,2016-03-25,Technology,Accessories,Corporate,Customer 1125,1520.62,3,0.08,363.0
ORD-009263,2016-05-19,Furniture,Bookcases,Consumer,Customer 1184,1184.89,3,0.01,266.72
ORD-009264,2016-04-30,Office Supplies,Storage,Home Office,Customer 878,78.26,2,0.12,5.57
ORD-009265,2016-07-18,Technology,Copiers,Consumer,Customer 36,376.87,2,0.06,78.88
ORD-009266,2016-01-06,Furniture,Furnishings,Consumer,Customer 513,266.28,1,0.12,31.89
ORD-009267,2016-02-12,Office Supplies,Storage,Consumer,Customer 990,63.74,2,0.04,7.63
ORD-009268,2016-02-09,Furniture,Bookcases,Corporate,Customer 6,310.5,3,0.11,38.31
ORD-009269,2016-01-19,Office Supplies,Paper,Consumer,Customer 588,118.5,4,0.07,11.88
ORD-009270,2016-02-10,Technology,Accessories,Corporate,Customer 1002,1103.71,3,0.1,277.49
ORD-009271,2016-02-14,Office Supplies,Paper,Consumer,Customer 923,149.12,3,0.03,19.52
ORD-009272,2016-03-29,Furniture,Chairs,Consumer,Customer 515,888.03,3,0.14,102.08
ORD-009273,2016-05-10,Technology,Phones,Corporate,Customer 700,991.83,2,0.05,285.45
ORD-009274,2016-02-27,Office Supplies,Storage,Home Office,Customer 1091,68.93,2,0.15,1.67
ORD-009275,2016-06-01,Office Supplies,Binders,Corporate,Customer 103,35.25,1,0.05,2.75
ORD-009276,2016-02-19,Technology,Copiers,Consumer,Customer 120,2756.76,7,0.05,709.3
ORD-009277,2016-02-11,Technology,Machines,Consumer,Customer 194,1091.83,4,0.24,171.5
ORD-009278,2016-04-03,Furniture,Chairs,Consumer,Customer 860,726.71,5,0.04,133.93
ORD-009279,2016-01-03,Furniture,Tables,Home Office,Customer 1042,472.88,2,0.15,53.03
ORD-009280,2016-01-10,Technology,Phones,Corporate,Customer 1057,897.27,3,0.1,241.88
ORD-009281,2016-03-05,Furniture,Bookcases,Home Office,Customer 602,483.03,3,0.04,93.05
ORD-009282,2016-12-09,Office Supplies,Paper,Corporate,Customer 957,85.41,3,0.02,9.61
ORD-009283,2016-06-02,Technology,Phones,Consumer,Customer 145,1441.05,5,0.05,371.24
ORD-009284,2016-01-12,Technology,Phones,Home Office,Customer 72,740.94,3,0.01,221.36
ORD-009285,2016-08-12,Office Supplies,Accessories,Consumer,Customer 656,82.02,3,0.08,6.39
ORD-009286,2016-06-07,Office Supplies,Storage,Home Office,Customer 475,175.25,4,0.02,16.07
ORD-009287,2016-04-23,Office Supplies,Storage,Consumer,Customer 824,35.72,1,0.01,5.29
ORD-009288,2016-07-24,Technology,Accessories,Home Office,Customer 67,415.26,1,0.05,110.64
ORD-009289,2016-03-03,Office Supplies,Paper,Consumer,Customer 220,127.0,3,0.1,8.63
ORD-009290,2016-01-31,Office Supplies,Paper,Home Office,Customer 775,129.79,4,0.12,12.11
ORD-009291,2016-03-27,Office Supplies,Accessories,Consumer,Customer 224,53.71,2,0.07,4.71
ORD-009292,2016-04-05,Furniture,Bookcases,Consumer,Customer 258,713.8,3,0.05,139.76
ORD-009293,2016-04-02,Technology,Machines,Corporate,Customer 359,575.72,2,0.05,149.45
ORD-009294,2016-04-09,Office Supplies,Art,Consumer,Customer 1194,11.59,1,0.07,1.0
ORD-009295,2016-12-22,Office Supplies,Binders,Corporate,Customer 615,32.29,2,0.12,2.84
ORD-009296,2016-10-06,Technology,Phones,Corporate,Customer 341,268.35,3,0.09,64.0
ORD-009297,2016-09-07,Office Supplies,Paper,Consumer,Customer 372,78.78,3,0.13,5.7
ORD-009298,2016-07-12,Office Supplies,Storage,Corporate,Customer 75,70.79,3,0.02,7.58
ORD-009299,2016-12-10,Technology,Accessories,Corporate,Customer 286,700.22,2,0.06,206.73
ORD-009300,2016-01-13,Furniture,Furnishings,Corporate,Customer 959,728.31,3,0.07,106.46
ORD-009301,2016-02-06,Office Supplies,Storage,Consumer,Customer 794,27.38,1,0.14,2.05
ORD-009302,2016-03-22,Technology,Machines,Home Office,Customer 146,363.08,3,0.02,102.96
ORD-009303,2016-08-12,Technology,Machines,Consumer,Customer 436,866.81,4,0.11,200.7
ORD-009304,2016-03-25,Office Supplies,Storage,Corporate,Customer 1094,180.05,5,0.1,17.72
ORD-009305,2016-06-14,Office Supplies,Paper,Corporate,Customer 399,233.31,6,0.04,20.24
ORD-009306,2016-01-18,Furniture,Bookcases,Consumer,Customer 835,1162.38,5,0.06,148.75
ORD-009307,2016-02-04,Furniture,Chairs,Corporate,Customer 917,605.31,3,0.09,78.28
ORD-009308,2016-06-06,Technology,Accessories,Consumer,Customer 783,789.55,2,0.01,205.04
ORD-009309,2016-01-22,Furniture,Chairs,Home Office,Customer 967,1703.18,6,0.01,352.1
ORD-009310,2016-02-21,Furniture,Tables,Corporate,Customer 1129,393.3,2,0.02,67.76
ORD-009311,2016-02-06,Office Supplies,Binders,Consumer,Customer 216,46.8,2,0.1,3.76
ORD-009312,2016-02-21,Furniture,Furnishings,Consumer,Customer 116,320.99,2,0.12,37.47
ORD-009313,2016-05-27,Office Supplies,Storage,Consumer,Customer 927,67.3,2,0.13,5.88
ORD-009314,2016-02-25,Office Supplies,Accessories,Consumer,Customer 1145,97.38,3,0.17,5.23
ORD-009315,2016-04-07,Office Supplies,Binders,Corporate,Customer 467,118.38,3,0.08,7.69
ORD-009316,2016-01-13,Furniture,Chairs,Consumer,Customer 910,174.5,1,0.07,26.95
ORD-009317,2016-07-15,Office Supplies,Storage,Consumer,Customer 733,45.66,2,0.07,5.36
ORD-009318,2016-02-25,Office Supplies,Binders,Consumer,Customer 27,22.13,1,0.08,2.42
ORD-009319,2016-05-05,Furniture,Bookcases,Consumer,Customer 1002,743.69,4,0.05,96.2
ORD-009320,2016-06-04,Office Supplies,Art,Corporate,Customer 348,80.61,4,0.07,8.24
ORD-009321,2016-01-29,Office Supplies,Accessories,Consumer,Customer 359,59.37,4,0.1,5.68
ORD-009322,2016-09-16,Office Supplies,Paper,Corporate,Customer 954,100.69,4,0.13,3.17
ORD-009323,2016-04-24,Furniture,Furnishings,Consumer,Customer 849,1109.34,4,0.17,118.63
ORD-009324,2016-03-08,Office Supplies,Paper,Corporate,Customer 195,49.81,2,0.09,5.26
ORD-009325,2016-01-25,Office Supplies,Paper,Consumer,Customer 927,56.52,2,0.08,5.41
ORD-009326,2016-12-08,Office Supplies,Binders,Consumer,Customer 616,104.49,4,0.14,6.09
ORD-009327,2016-06-17,Technology,Machines,Corporate,Customer 1062,1711.79,4,0.13,423.69
ORD-009328,2016-01-28,Office Supplies,Paper,Consumer,Customer 859,123.18,3,0.01,15.65
ORD-009329,2016-02-19,Office Supplies,Accessories,Corporate,Customer 100,36.08,3,0.05,4.05
ORD-009330,2016-07-18,Technology,Machines,Home Office,Customer 211,1635.74,4,0.06,378.75
ORD-009331,2016-05-22,Technology,Machines,Corporate,Customer 976,228.79,3,0.14,49.76
ORD-009332,2016-06-23,Technology,Accessories,Consumer,Customer 706,376.23,1,0.05,102.0
ORD-009333,2016-03-10,Furniture,Furnishings,Consumer,Customer 862,450.9,2,0.06,71.79
ORD-009334,2016-05-31,Office Supplies,Art,Corporate,Customer 124,217.03,7,0.08,16.7
ORD-009335,2016-02-28,Office Supplies,Accessories,Consumer,Customer 1116,175.27,7,0.06,21.61
ORD-009336,2016-01-29,Furniture,Chairs,Home Office,Customer 1194,564.32,3,0.17,79.96
ORD-009337,2016-04-30,Furniture,Furnishings,Consumer,Customer 124,193.11,1,0.08,29.12
ORD-009338,2017-03-23,Furniture,Furnishings,Consumer,Customer 878,229.95,1,0.05,30.45
ORD-009339,2016-02-14,Furniture,Tables,Corporate,Customer 705,293.7,1,0.01,34.63
ORD-009340,2016-03-15,Office Supplies,Binders,Home Office,Customer 1107,74.55,3,0.02,7.89
ORD-009341,2016-05-14,Office Supplies,Binders,Consumer,Customer 737,72.83,2,0.08,6.11
ORD-009342,2016-04-03,Furniture,Tables,Consumer,Customer 695,1116.19,5,0.06,181.28
ORD-009343,2016-08-10,Furniture,Tables,Corporate,Customer 1087,536.16,3,0.08,94.16
ORD-009344,2016-06-21,Technology,Accessories,Consumer,Customer 1097,746.18,3,0.24,138.42
ORD-009345,2016-01-08,Office Supplies,Binders,Home Office,Customer 552,25.49,1,0.05,3.33
ORD-009346,2018-02-13,Technology,Accessories,Consumer,Customer 774,927.54,4,0.19,140.93
ORD-009347,2016-06-16,Furniture,Furnishings,Corporate,Customer 1048,902.72,5,0.1,125.69
ORD-009348,2016-08-27,Technology,Copiers,Corporate,Customer 948,261.28,2,0.05,65.24
ORD-009349,2016-05-06,Technology,Machines,Consumer,Customer 369,1359.49,3,0.07,345.86
ORD-009350,2016-08-20,Technology,Accessories,Corporate,Customer 51,874.71,2,0.06,256.72
ORD-009351,2016-01-15,Furniture,Tables,Corporate,Customer 572,983.13,3,0.02,161.18
ORD-009352,2016-02-21,Office Supplies,Storage,Corporate,Customer 380,58.73,2,0.04,7.03
ORD-009353,2016-09-07,Office Supplies,Art,Corporate,Customer 388,153.95,4,0.05,14.5
ORD-009354,2016-01-28,Technology,Accessories,Consumer,Customer 1172,799.04,2,0.01,196.25
ORD-009355,2016-01-10,Technology,Phones,Corporate,Customer 360,1183.86,3,0.07,280.41
ORD-009356,2016-07-05,Technology,Accessories,Consumer,Customer 2,734.51,3,0.18,166.43
ORD-009357,2016-08-04,Technology,Copiers,Consumer,Customer 493,1140.38,5,0.08,284.0
ORD-009358,2016-01-22,Office Supplies,Paper,Home Office,Customer 195,261.58,8,0.08,22.93
ORD-009359,2016-08-19,Technology,Machines,Consumer,Customer 754,957.86,3,0.07,247.28
ORD-009360,2016-05-19,Office Supplies,Accessories,Corporate,Customer 652,113.75,3,0.11,4.53
ORD-009361,2016-03-29,Office Supplies,Accessories,Home Office,Customer 490,84.57,2,0.04,7.63
ORD-009362,2016-07-31,Furniture,Bookcases,Consumer,Customer 476,287.97,1,0.07,51.12
ORD-009363,2016-03-06,Office Supplies,Binders,Consumer,Customer 325,75.66,2,0.05,9.09
ORD-009364,2016-01-26,Office Supplies,Storage,Consumer,Customer 669,72.44,4,0.08,7.39
ORD-009365,2016-02-10,Office Supplies,Accessories,Consumer,Customer 915,68.49,2,0.12,5.13
ORD-009366,2016-03-25,Office Supplies,Accessories,Home Office,Customer 738,134.48,4,0.03,12.38
ORD-009367,2016-03-31,Office Supplies,Storage,Home Office,Customer 1032,129.15,6,0.04,14.78
ORD-009368,2016-07-15,Office Supplies,Storage,Corporate,Customer 190,128.75,4,0.06,13.39
ORD-009369,2016-07-07,Furniture,Tables,Consumer,Customer 856,618.92,4,0.07,92.22
ORD-009370,2016-04-14,Furniture,Furnishings,Home Office,Customer 643,747.32,3,0.05,114.5
ORD-009371,2016-07-01,Office Supplies,Binders,Consumer,Customer 792,56.49,3,0.01,7.61
ORD-009372,2016-01-26,Furniture,Chairs,Consumer,Customer 1181,495.82,4,0.12,54.8
ORD-009373,2016-01-07,Furniture,Tables,Consumer,Customer 363,465.54,3,0.05,76.76
ORD-009374,2016-09-05,Office Supplies,Paper,Consumer,Customer 438,75.17,3,0.11,5.16
ORD-009375,2016-01-10,Office Supplies,Art,Consumer,Customer 500,30.92,1,0.05,3.64
ORD-009376,2016-02-03,Furniture,Tables,Consumer,Customer 212,270.56,1,0.04,36.74
ORD-009377,2016-05-22,Office Supplies,Storage,Home Office,Customer 312,62.92,2,0.01,8.4
ORD-009378,2016-03-04,Office Supplies,Art,Consumer,Customer 425,20.3,2,0.05,2.47
ORD-009379,2016-09-07,Technology,Copiers,Consumer,Customer 101,1373.77,3,0.05,335.48
ORD-009380,2016-02-12,Office Supplies,Paper,Corporate,Customer 1024,65.8,2,0.09,6.9
ORD-009381,2016-01-02,Office Supplies,Art,Corporate,Customer 888,97.95,3,0.01,11.95
ORD-009382,2016-02-12,Technology,Accessories,Consumer,Customer 456,716.42,2,0.06,165.85
ORD-009383,2016-04-13,Technology,Phones,Consumer,Customer 195,1404.94,5,0.07,327.95
ORD-009384,2016-02-26,Furniture,Bookcases,Consumer,Customer 482,770.01,2,0.03,105.98
ORD-009385,2016-04-01,Technology,Copiers,Consumer,Customer 295,458.51,1,0.05,124.08
ORD-009386,2016-09-08,Office Supplies,Paper,Home Office,Customer 627,28.12,1,0.07,3.41
ORD-009387,2016-10-19,Furniture,Bookcases,Consumer,Customer 679,482.29,3,0.05,80.32
ORD-009388,2016-02-07,Office Supplies,Storage,Consumer,Customer 1178,73.69,3,0.13,4.75
ORD-009389,2016-03-15,Office Supplies,Art,Corporate,Customer 1048,92.56,3,0.15,5.62
ORD-009390,2016-04-05,Office Supplies,Storage,Consumer,Customer 784,40.51,1,0.05,3.94
ORD-009391,2016-12-23,Technology,Copiers,Corporate,Customer 124,819.34,3,0.1,202.24
ORD-009392,2018-03-01,Furniture,Furnishings,Home Office,Customer 607,1053.24,4,0.16,106.37
ORD-009393,2016-02-02,Office Supplies,Art,Corporate,Customer 906,144.43,6,0.02,14.29
ORD-009394,2016-06-04,Office Supplies,Paper,Consumer,Customer 217,43.05,2,0.13,2.78
ORD-009395,2016-02-26,Technology,Copiers,Home Office,Customer 275,1356.64,5,0.09,312.34
ORD-009396,2016-01-01,Technology,Machines,Consumer,Customer 49,918.66,2,0.08,229.15
ORD-009397,2016-01-02,Office Supplies,Storage,Consumer,Customer 590,166.1,7,0.04,26.08
ORD-009398,2016-03-15,Office Supplies,Storage,Home Office,Customer 453,71.33,3,0.08,6.21
ORD-009399,2016-03-21,Technology,Accessories,Home Office,Customer 882,621.37,2,0.04,171.99
ORD-009400,2016-01-03,Office Supplies,Binders,Home Office,Customer 561,38.68,1,0.04,3.91
ORD-009401,2016-05-19,Furniture,Chairs,Corporate,Customer 1172,768.12,3,0.04,121.14
ORD-009402,2016-02-11,Furniture,Tables,Corporate,Customer 29,553.07,2,0.19,45.05
ORD-009403,2016-04-08,Office Supplies,Art,Corporate,Customer 32,19.01,1,0.05,1.97
ORD-009404,2016-02-12,Office Supplies,Binders,Corporate,Customer 768,69.92,3,0.0,6.7
ORD-009405,2016-01-22,Furniture,Chairs,Corporate,Customer 53,474.94,3,0.21,52.3
ORD-009406,2016-03-03,Technology,Phones,Home Office,Customer 889,440.68,1,0.1,109.33
ORD-009407,2016-02-01,Office Supplies,Paper,Consumer,Customer 480,59.07,3,0.07,4.75
ORD-009408,2016-04-01,Technology,Accessories,Corporate,Customer 1024,1645.09,4,0.08,357.6
ORD-009409,2016-01-27,Technology,Machines,Consumer,Customer 649,447.92,1,0.11,107.6
ORD-009410,2016-03-26,Office Supplies,Art,Consumer,Customer 1132,26.78,1,0.18,0.85
ORD-009411,2016-01-21,Office Supplies,Paper,Corporate,Customer 1186,83.49,3,0.08,8.39
ORD-009412,2016-05-13,Furniture,Bookcases,Home Office,Customer 369,714.39,3,0.08,64.25
ORD-009413,2016-06-17,Office Supplies,Accessories,Consumer,Customer 371,48.69,5,0.03,4.08
ORD-009414,2016-01-15,Furniture,Tables,Consumer,Customer 903,956.13,3,0.08,156.31
ORD-009415,2016-03-16,Technology,Phones,Consumer,Customer 324,980.28,3,0.04,264.03
ORD-009416,2016-01-09,Office Supplies,Storage,Consumer,Customer 94,28.88,2,0.05,3.14
ORD-009417,2016-04-19,Technology,Phones,Consumer,Customer 467,548.28,3,0.07,146.06
ORD-009418,2016-02-06,Technology,Accessories,Consumer,Customer 130,1102.1,3,0.03,271.22
ORD-009419,2016-03-30,Furniture,Tables,Consumer,Customer 506,945.28,4,0.08,131.52
ORD-009420,2016-03-28,Technology,Accessories,Consumer,Customer 345,775.57,2,0.08,183.39
ORD-009421,2016-11-05,Office Supplies,Accessories,Consumer,Customer 312,82.38,2,0.1,5.21
ORD-009422,2016-04-05,Technology,Accessories,Corporate,Customer 1036,985.08,2,0.05,238.59
ORD-009423,2016-04-14,Technology,Machines,Consumer,Customer 476,1753.44,5,0.14,389.95
ORD-009424,2016-03-02,Office Supplies,Storage,Consumer,Customer 432,70.5,3,0.03,7.46
ORD-009425,2016-12-23,Office Supplies,Accessories,Consumer,Customer 1152,123.52,4,0.07,14.83
ORD-009426,2016-06-29,Technology,Phones,Consumer,Customer 54,971.3,2,0.02,275.62
ORD-009427,2016-02-10,Office Supplies,Paper,Home Office,Customer 589,51.74,2,0.01,5.58
ORD-009428,2016-08-11,Office Supplies,Binders,Home Office,Customer 96,69.47,3,0.1,5.91
ORD-009429,2016-03-08,Office Supplies,Art,Consumer,Customer 118,119.72,3,0.06,11.78
ORD-009430,2016-07-30,Technology,Machines,Home Office,Customer 1047,2155.57,6,0.05,513.01
ORD-009431,2016-07-26,Technology,Phones,Consumer,Customer 57,1423.28,4,0.01,344.68
ORD-009432,2016-01-26,Technology,Phones,Corporate,Customer 433,428.49,2,0.11,108.39
ORD-009433,2016-05-24,Office Supplies,Binders,Consumer,Customer 107,83.58,3,0.12,7.46
ORD-009434,2016-02-11,Office Supplies,Paper,Consumer,Customer 1173,116.18,3,0.1,7.41
ORD-009435,2016-02-12,Office Supplies,Accessories,Consumer,Customer 147,116.68,3,0.07,10.02
ORD-009436,2016-02-12,Office Supplies,Storage,Home Office,Customer 21,53.54,2,0.07,4.69
ORD-009437,2016-06-04,Furniture,Tables,Consumer,Customer 1082,572.95,2,0.08,87.16
ORD-009438,2016-02-01,Office Supplies,Accessories,Corporate,Customer 1086,13.37,1,0.02,1.37
ORD-009439,2016-01-01,Office Supplies,Storage,Corporate,Customer 981,91.9,5,0.06,8.0
ORD-009440,2016-05-30,Office Supplies,Paper,Corporate,Customer 830,32.15,2,0.1,3.2
ORD-009441,2016-01-23,Office Supplies,Art,Consumer,Customer 449,108.58,4,0.18,4.31
ORD-009442,2016-01-14,Office Supplies,Art,Corporate,Customer 963,32.45,2,0.11,3.04
ORD-009443,2016-02-02,Office Supplies,Binders,Consumer,Customer 217,72.14,3,0.07,4.08
ORD-009444,2016-02-27,Office Supplies,Binders,Consumer,Customer 432,173.99,4,0.12,12.98
ORD-009445,2016-03-18,Office Supplies,Binders,Consumer,Customer 272,34.45,2,0.08,3.02
ORD-009446,2016-01-06,Technology,Machines,Consumer,Customer 443,327.98,1,0.09,73.87
ORD-009447,2017-02-27,Office Supplies,Paper,Consumer,Customer 38,62.86,2,0.15,6.57
ORD-009448,2016-05-31,Furniture,Tables,Consumer,Customer 904,1019.66,4,0.07,108.97
ORD-009449,2016-02-16,Office Supplies,Storage,Consumer,Customer 594,8.03,1,0.13,0.67
ORD-009450,2016-02-16,Technology,Phones,Consumer,Customer 203,103.71,1,0.09,22.53
ORD-009451,2016-03-12,Office Supplies,Storage,Consumer,Customer 143,92.62,3,0.08,7.11
ORD-009452,2016-04-28,Office Supplies,Binders,Consumer,Customer 1134,97.78,3,0.05,9.74
